external_id,original_format,original_format_type,value,units,source,measurement_type,reference,is_open,is_predicted
421,CCC[C@@]5([H])O[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)O[C@@](C)([H])OC(=O)OCC,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
422,CO/C3=C/C=C2N=C/C=C(/CCC[C@@]1([H])CCNC[C@@]1([H])C=C)C2=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
423,CN[C@@]1(CCCCC1=O)C2=CC=C/C=C2/[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
424,C[C@@]1([H])[C@@]3([H])N(CC[C@@]1(C)C2=CC(O)=CC=C2C3=O)C[C@@]4([H])CC4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
425,CN3C(=O)CN1C(=O)C=C(C)O[C@@]1(/C2=C/C=CC=C2)C4=CC([Cl])=CC=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
426,CCC(=O)C1(CCN(C)CC1)C2=CC=CC(O)=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
427,C[C@@]([H])(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
428,N/C1=N/N=C(C(N)=N1)C2=CC=CC([Cl])=C2[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
429,[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCC([H])(CC2)C(=O)C3=C/C=C(/[F])C=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
430,[Cl]C=3C=NN(CCCCN1CCN(CC1)C2=NC=CC=N2)C=3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
431,O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(CCCC[C@@]12[H])C3=C4)CC=C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
432,O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(CCCC[C@@]12[H])C3=C4)CC(=O)C5=CC=CC=C5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
433,O=C3N(/C1=C/C=CC=C1)C2=CC=CC=C2C3(C/C4=C/C=NC=C4)C/C5=C/C=NC=C5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
434,CCN(CC)C(=O)N[C@@]2([H])CN(C)[C@@]1([H])CC3=CNC4=CC=CC(C1=C2)=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
435,CNCC/C=C2/C1=CC=CC=C1[C@@](C)(C)C3=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
436,[Cl]/C3=C/C=C2NCCC(=O)N(/C1=C/C=CC=C1)C2=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
437,CCC(=O)N(/C1=C/C=CC=C1)[C@@]3(CCN(CC/C2=C/C=CC=C2)C[C@@]3(C)[H])C(=O)OC,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
438,CN(CCCN2C1=CC=CC=C1CCC3=CC=CC=C23)CC(=O)C4=C/C=C(/[Cl])C=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
439,CO/C1=C/C=C(/[Cl])C2=C1CCC[C@@]2([H])N(C)C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
440,O[C@@]3([H])N=C(/C1=C/C=C/C=C1/[Cl])C2=NC([Cl])=CC=C2NC3=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
441,CN1CCN(CC1)C=C5N=C4C/N=C(/C2=C/C=C/C=C2/[Cl])C3=CC(=CC=C3N4C5=O)N(=O)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
442,CCOC(=O)N1CCC(CC1)=C3C2=C/C=C(/[Cl])C=C2CCC4=CC=CN=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
443,CN2C(=O)[C@@](O)([H])N=C(/C1=C/C=C/C=C1/[Cl])C3=CC([Cl])=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
444,[F]C([F])([F])C1=CC=CC(=C1)N2CCN(CC2)CC/C3=N/N=C4N3C[C@@]5([H])CCC[C@@]45[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
445,[Cl]/C4=C/C=C3O[C@@]12CCNC[C@@]1([H])[C@@]([H])(CC(=O)N2)C3=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
446,CN(C(=O)CNC(=O)CN)C1=C/C=C(/[Cl])C=C1C(=O)C2=CC=C/C=C2/[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
447,CO/C1=C/C(=O)O[C@@]1([H])[C@@](O)([H])C2=CC=C/C=C2/[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
448,CCOC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C)C(=O)OC[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
449,CN1CCN(CC1)C3=NC2=CC=CC=C2OC4=C/C=C(/[Cl])C=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
450,CN2C1=CC([F])=CC=C1C(=NC[C@@]2([H])CNC(=O)C=3C=COC=3)C4=CC=CC=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
451,O[C@@]2(N1CCN=C1C3=CC=CC=C23)C4=C/C=C(/[Cl])C=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
452,CN1CCN(CC1)CC(=O)[C@@]4(O)CC[C@@]5([H])[C@@]3([H])CCC2=CC(=O)C=C[C@@]2(C)[C@@]3([H])[C@@](O)([H])C[C@@]45C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
453,C[C@@]([H])(NN)C1=CC=CC=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
454,CC[C@@](C)([H])C(C)(COC(N)=O)COC(N)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
455,CN(C)CCC(=O)CO/C1=C/C=C(/[Cl])C=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
456,C[C@@]3([H])N=C(/C1=C/C=C/C=C1/[Cl])C2=CC(=CC=C2NC3=O)N(=O)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
457,C/C2=N/C1=CC=CC=C1C(=O)N2/C3=C/C=C/C=C3/[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
458,CNC(=O)N[C@@](O)([H])C([Cl])([Cl])[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
459,CCCC(=O)OCC(=O)[C@@]3(OC(=O)CCC)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([Cl])[C@@]([Cl])([H])C[C@@]34C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
460,CN2CC/N=C(/C1=C/C=CC=C1)C3=CC([Cl])=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
461,C[C@@]3([H])C[C@@]2([H])[C@@]1([H])CC[C@@]([H])(C(O)=O)[C@@]1(C)C[C@@](O)([H])[C@@]2([H])[C@@]4(C)CCC(=O)C=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
462,CCN(CC)CCNC(=O)CO/C1=C/C=C(/OC)C=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
463,CN(C)CC/C=C2/C1=CC=CC=C1[C@@](C)(C)C3=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
464,C[C@@]2([H])CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
465,C[C@@]13C[C@@]2([H])C[C@@](C)(C1)CC(N)(C2)C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
466,CO/C1=C/C=C/C=C1/OC[C@@]2([H])CNC(=O)O2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
467,CO/C3=C/C=C2[S]C1=CC=CC=C1[C@@](O)(CCCN(C)C)C2=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
468,[H][C@@]12CCN(CC1)C[C@@]2([H])CN4C3=CC=CC=C3[S]C5=CC=CC=C45,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
469,CN1CCCC[C@@]1([H])CCN3C2=CC=CC=C2[S]C4=CC=C(C=C34)[S](C)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
470,CN1C[C@@]([H])(C[C@@]2([H])C=4C=CC=C3N(C)C=C(C[C@@]12[H])C3=4)N[S](=O)(=O)N(C)C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
471,CC(=O)N/C1=C/C=CC(O)=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
472,CC(C)(O)[C@@](C)(O)C1=CC=CC([Cl])=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
473,CN[C@@](C)([H])C/C1=C/C=CC=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
474,CN(C)CCN(C/C1=C/C=C[S]1)C2=CC=CC=N2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
475,CCC1(CC)C(=O)NC(=O)N(C)C1=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
476,CCC[C@@](C)([H])[C@@]1(CC[S]C)C(=O)NC(=[S])NC1=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
477,CCC#C[C@@](C)([H])[C@@]1(CC=C)C(=O)NC(=O)N(C)C1=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
478,COC([F])([F])C([Cl])([Cl])[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
479,CN3C[C@@]12C=4C=5O[C@@]1([H])C(C)=CC[C@@]2([H])[C@@]3([H])CC=4C=CC=5O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
480,CN3CC[C@@]12C=4C=5O[C@@]1([H])[C@@](C)(O)CC[C@@]2([H])[C@@]3([H])CC=4C=CC=5O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
481,CC[C@@](C)(O)C#C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
482,C[C@@]3([H])C[C@@]2([H])[C@@]1([H])CC[C@@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@@](O)([H])[C@@]2([H])[C@@]4(C)C=CC(=O)C=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
483,CN1CCN(CC1)C3=NC2=CC=CC=C2[S]C4=C/C=C(/C)C=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
484,CO/C1=C/C(=CC(OC)=C1OC)C(=O)OCCN5CCN(CCCN3C2=CC=CC=C2[S]C4=C/C=C(/[Cl])C=C34)CC5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
485,C[S](=O)(=O)C4=CC=C3[S]C1=CC=CC=C1N(CCCN2CC[C@@]([H])(CC2)C(N)=O)C3=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
486,CN3CC[C@@]12C=4C=5O[C@@]1(C)C(=O)CC[C@@]2([H])[C@@]3([H])CC=4C=CC=5O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
487,CO[C@@]5([H])C[C@@]4([H])CN3CCC1=C(NC2=CC(OC)=CC=C12)[C@@]3([H])C[C@@]4([H])[C@@]([H])(C(=O)OC)[C@@]5([H])OC,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
488,CO/C4=C/C=C3OC1=CC=CC=C1/C=C(/N2CCN(C)CC2)C3=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
489,CO/C4=C/C=C3N1CCN(C)C2=NCCC(=C12)C3=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
490,C/C1=N/C=C(/N(=O)=O)N1CCO,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
491,CC[C@@](C)([H])C(=O)O[C@@]2([H])CCC=C3C=C[C@@](C)([H])[C@@]([H])(CC[C@@]1([H])C[C@@](O)([H])CC(=O)O1)[C@@]23[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
492,C[C@@]1([H])CO[C@@]2(N1CC(=O)NC3=C/C=C(/[Cl])C=C23)C4=CC=C/C=C4/[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
493,CN/C1=N/C([Cl])=C([S]C)C(=N1)N2CCN(C)CC2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
494,CN4CCN3C1=CC=CC=C1CC2=CC=CC=C2[C@@]3([H])C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
495,[Cl]/C3=C/C=C(/CO[C@@]([H])(CN1C=CN=C1)C2=C/C=C(/[Cl])C=C2[Cl])C([Cl])=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
496,N/C1=N/C(NC1(C([F])([F])[F])C([F])([F])[F])(C([F])([F])[F])C([F])([F])[F],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
497,CCCCCNCC(N)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
498,CO/N=C/C1=C/CCN(C)C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
499,C/C1=C/C(=N/N=C1/NCCN2CCOCC2)C3=CC=CC=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
500,CCO[C@@]4([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@@]1([H])CC[C@@]([H])(C(C)=O)[C@@]1(C)C[C@@]([H])(N(C)C)[C@@]23[H])C[C@@]4(O)[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
501,CN1[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)NC(=O)C4=CN(C3=CC=CC=C3C4=O)[C@@]5([H])CCCCC5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
502,CN4CCN3C1=NC=CC=C1CC2=CC=CC=C2[C@@]3([H])C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
503,[Cl]/C1=C/C=C(C=C1)C(=O)NCCN2CCOCC2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
504,NC(=O)C[S](=O)C([H])(C1=CC=CC=C1)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
505,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([Cl])[C@@](O)([H])C[C@@]3(C)[C@@]4(OC(=O)C5=CC=CO5)C(=O)C[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
506,CNCCCN2C1=CC=CC=C1[C@@](C)(C)C3=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
507,C/C1=C/C=C(C=C1)[C@@]3(O)CCN(CCCC(=O)C2=C/C=C(/[F])C=C2)CC3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
508,CN3CC[C@@]12C=4C=5O[C@@]1([H])[C@@](O)([H])C=C[C@@]2([H])[C@@]3([H])CC=4C=CC=5O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
509,C[C@@]2(CC(=O)N(CN1CCOCC1)C2=O)C3=CC=CC=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
510,[Cl]/C6=C/C=C5CCC1=CC=CC=C1N(CCCN2CC[C@@]4(CC2)N3CCCC[C@@]3([H])NC4=O)C5=C6,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
511,COCN2C(=O)C/N=C(/C1=C/C=CC=C1)C3=CC(=CC=C23)N(=O)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
512,CNC(=O)O[C@@]2([H])OC(=O)[C@@]3([H])[C@@]1([H])C[C@@]([H])(C=C1)[C@@]23[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
513,C/C1=C/C(=N/N=C1/NCCN2CCOCC2)C3=C/C=C(/O)C=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
514,CCCCCCCCCCCCCC(=O)O[C@@]2([H])C=C[C@@]3([H])[C@@]4([H])CC5=C/C=C(/OC/C1=C/C=CC=C1)C=6O[C@@]2([H])[C@@]3(CCN4C)C5=6,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
515,CCCCC[C@@](C)([H])[C@@](C)([H])C4=CC(OC(=O)CCCN1CCCCCC1)=C3C=2C[C@@](C)([H])CCC=2C(C)(C)OC3=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
516,CCCCCCC(C)(C)C3=CC(O)=C1C(OC(C)(C)[C@@]2([H])CCC(=O)C[C@@]12[H])=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
517,O=C(CN1C=CN=C1)C3=CC=C2C=CC=CC2=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
518,C[C@@]35C[C@@](O)([H])[C@@]1([F])[C@@]([H])(CCC2=CC(=O)C=C[C@@]12C)[C@@]3([H])C[C@@]6([H])CC4=CC=CC=C4C[C@@]56C(=O)CO,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
519,O[C@@]1([H])CC[C@@]2(O)[C@@]3([H])CC5=C/C=C(/O)C=6O[C@@]1([H])[C@@]2(CCN3C[C@@]4([H])CCC4)C5=6,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
520,O/C2=C/C=C1C[C@@]4([H])N(CC[C@@]35C1=C2O[C@@]3([H])C(=C)CC[C@@]45O)C[C@@]6([H])CC6,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
521,CC(C)=CCN3CC[C@@]12C=4C=5O[C@@]1([H])C(=O)CC[C@@]2(O)[C@@]3([H])CC=4C=CC=5O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
522,O/C2=C/C=C1C[C@@]4([H])N(CC[C@@]35C1=C2O[C@@]3([H])C(=O)CC[C@@]45O)C[C@@]6([H])CC6,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
523,CNC(C/C2=C/C=C1C=CC=CC1=C2)=NC,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
524,C3C/N=C(/C/C2=C/C1=CC=CC=C1CC2)N3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
525,C[C@@]([H])(O/C1=C/C=CC2=CC=CC=C12)C(N)=NO,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
526,CC/C3=N/N(CCCN1CCN(CC1)C2=CC=CC([Cl])=C2)C(=O)N3CCO/C4=C/C=CC=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
527,C/C1=C/C=CC(C)=C1NC(=O)CN2CCCC2=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
528,[F]/C5=C/C=C4C(CCCN1CCC([H])(CC1)N2C(=O)NC3=CC=CC=C23)=NOC4=C5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
529,O=C(CCNNC(=O)C1=CC=NC=C1)NC/C2=C/C=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
530,C[C@@]([H])(CCN1CCN(CC1)C2=C/C=C(/[F])C=C2)NC(=O)C3=CC=CN=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
531,C/C=C/[C@@]1([H])O[C@@]34CC[C@@](O1)(C(=O)COC(=O)C2=CC=NC=C2)[C@@]3(C)C[C@@](O)([H])[C@@]5([H])[C@@]4([H])CCC6=CC(=O)CC[C@@]56C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
532,CN3CC[C@@]12C=4C=5O[C@@]1([H])[C@@]([H])(C=C[C@@]2([H])[C@@]3([H])CC=4C=CC=5OC(=O)C6=CC=CN=C6)OC(=O)C7=CC=CN=C7,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
533,O=C(N1CCOCC1)C2=CC=CN=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
534,NC(=O)C1=CC=CN=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
535,CN1CCC[C@@]1([H])C2=CC=CN=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
536,CCN(CC)C(=O)C1=CC=CN=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
537,CN2C(=O)C/N=C(/C1=C/C=CC=C1)C3=CC(=CC=C23)N(=O)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
538,CC[C@@](C)([H])[C@@](C)(COC(N)=O)COC(=O)NC(C)(C)[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
539,CNCC[C@@]([H])(O/C1=C/C=C/C=C1/OC)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
540,NC(=N)C1=CC=C(O1)C2=CC=C/C=C2/N(=O)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
541,C[C@@]34CC=2C=NN(/C1=C/C=C(/[F])C=C1)C=2C=C3CC[C@@]5([H])[C@@]4([H])CC[C@@]6(C)[C@@]5([H])CC[C@@]6(O)C#C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
542,CNC/C=C(/C1=C/C=C(/[Br])C=C1)C2=CC=CN=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
543,CN3C[C@@]([H])(C1=CC=CC=C1)C2=CC=CC(N)=C2C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
544,CCCCCCCCCN/C1=N/C=NC=2NC=CC1=2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
545,[Cl]/C3=C/C=C2NC(=O)C/N=C(/C1=C/C=CC=C1)C2=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
546,[F]CC([F])([F])[F],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
547,O/C4=C/C=C3C[C@@]1([H])NCC[C@@]2(CCCC[C@@]12[H])C3=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
548,O[C@@]1([H])C=C[C@@]2([H])[C@@]3([H])CC4=C/C=C(/O)C=5O[C@@]1([H])[C@@]2(CCN3)C4=5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
549,[Cl]/C3=C/C=C2NC(=O)C/N=C(/C1=C/CCCC1)C2=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
550,CNCC/C=C2/C1=CC=CC=C1CCC3=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
551,CO/C5=C/C=C1C(C(=O)O[C@@]1([H])[C@@]3([H])N(C)CCC4=CC=2OCOC=2C(OC)=C34)=C5OC,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
552,CN(C)CCO/N=C2/C1=CC=CC=C1CCC3=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
553,[Cl]/C5=C/C=C4[S]C1=CC=CC=C1/C(=C/[C@@]2([H])CN3CC[C@@]2([H])CC3)C4=C5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
554,CC=2N=C1C(C)=CC=CN1C(=O)C=2CCN3CC[C@@]([H])(CC3)C4=NOC5=CC([F])=CC=C45,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
555,O=C(/C1=C/C=CC=N1)C=2C=NN3C(=CC=NC=23)C4=CC=NC=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
556,CCCCCC[C@@](C)([H])NN,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
557,CNCC/C=C3/C1=CC=CC=C1[C@@]2([H])C[C@@]2([H])C4=CC=CC=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
558,[F]/C1=C/C=C(C=C1)[C@@]2([H])CCN(C[C@@]2([H])CO/C4=C/C=C3OCOC3=C4)CC(=O)C5=C/C=C(/[F])C=C5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
559,C/C1=N/C=C(/N(=O)=O)N1C[C@@](O)([H])C[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
560,CC(C)([H])N1CCO[C@@]([H])(C1)C2=CC=CC(=C2)C([F])([F])[F],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
561,O[C@@]3([H])N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2NC3=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
562,NC(=O)N2C1=CC=CC=C1CC(=O)C3=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
563,C[C@@]([H])(C/C1=C/C=CC=C1)[N@@](C)(=O)C/C2=C/C=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
564,O=C2NC1=CC=CC=C1N2[C@@]4([H])CCN(CCO/C3=C/C=CC=C3)CC4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
565,NC(=O)CN1C[C@@](O)([H])CC1=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
